filename,baseline_psnr,depth_psnr,diff
1832_0.95_0.08.jpg,22.69171,23.096825,0.40511513
1834_1_0.08.jpg,23.326973,23.240486,-0.08648682
1837_0.9_0.08.jpg,22.752853,22.949924,0.19707108
1839_0.8_0.12.jpg,20.180853,18.778393,-1.4024601
1840_0.85_0.08.jpg,22.478191,19.473335,-3.004856
1843_0.8_0.12.jpg,18.572523,18.303944,-0.26857948
1845_0.9_0.08.jpg,22.611706,19.146673,-3.4650326
1846_0.9_0.08.jpg,22.918482,21.369667,-1.5488148
1848_0.8_0.12.jpg,20.75556,18.41515,-2.3404102
1849_1_0.12.jpg,20.992973,23.048248,2.055275
1851_0.85_0.08.jpg,20.820515,19.040356,-1.780159
1852_0.85_0.08.jpg,21.296543,20.917767,-0.37877655
1853_0.85_0.08.jpg,21.723623,19.507227,-2.2163963
1855_0.9_0.08.jpg,25.08688,21.044735,-4.042145
1857_0.8_0.12.jpg,19.021322,19.104809,0.08348656
1858_0.95_0.08.jpg,21.032814,20.750902,-0.28191185
1859_0.85_0.16.jpg,23.212574,21.148834,-2.0637398
1861_0.85_0.2.jpg,19.254574,21.914665,2.6600914
1862_0.8_0.12.jpg,21.227741,19.048857,-2.1788845
1863_1_0.08.jpg,20.773941,18.950264,-1.8236771
1865_0.85_0.08.jpg,22.816238,19.5499,-3.2663383
1867_0.8_0.2.jpg,16.809618,17.284258,0.4746399
1868_1_0.08.jpg,23.026844,22.416069,-0.610775
1869_1_0.2.jpg,18.261688,17.348755,-0.91293335
1871_0.95_0.08.jpg,20.655306,19.253033,-1.4022732
1872_0.95_0.08.jpg,23.51202,23.479168,-0.032852173
1873_0.85_0.16.jpg,20.698359,21.096317,0.39795876
1874_0.85_0.12.jpg,19.915565,21.289064,1.3734989
1875_0.85_0.08.jpg,21.726246,21.224298,-0.5019474
1876_1_0.16.jpg,18.05503,19.92678,1.8717499
1877_0.9_0.12.jpg,18.615982,21.086857,2.4708748
1878_0.9_0.12.jpg,22.783092,25.121414,2.3383217
1879_0.9_0.08.jpg,22.617414,19.518253,-3.0991611
1880_0.9_0.08.jpg,22.723003,20.4774,-2.2456036
1881_0.8_0.16.jpg,21.548355,19.54386,-2.0044956
1882_0.85_0.2.jpg,18.066956,20.487228,2.4202728
